StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-04-08 13:50:39,2017-04-08 13:51:07,IP Address,X,11,73.66.219.203,100,28,True,2017-04-08 13:51:08,R_VPxcPyDWCvvxoe5,,,,,37.678298950195,-120.95010375977,anonymous,5,"Friends,Spouse / significant other",Main course,Beer or cider,20,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,20,Neither reasonable nor unreasonable,,,,Male,18-34,Strongly Agree,20,0,43.76,6839777
2017-04-08 13:54:27,2017-04-08 13:56:15,IP Address,,1,74.109.2.35,100,107,True,2017-04-08 13:56:15,R_1nN1kPPsmeA7g45,,,,,40.124603271484,-75.538497924805,anonymous,6,Spouse / significant other,"Main course,Dessert","Water,Wine,Beer or cider,Cocktails / mixed drinks",25,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,50-64,Strongly Agree,18,32,0,910249
2017-04-08 13:55:15,2017-04-08 13:56:51,IP Address,,1,24.3.147.179,100,96,True,2017-04-08 13:56:51,R_3j1WewPIP6u7pmN,,,,,40.506805419922,-79.953598022461,anonymous,12,"Friends,Spouse / significant other,Family","Appetizer,Main course","Non-alcoholic beverages,Beer or cider",30,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Male,18-34,Strongly Agree,20,33,0,8316433
2017-04-08 13:55:51,2017-04-08 13:57:46,IP Address,,1,75.115.4.216,100,115,True,2017-04-08 13:57:47,R_2AFmT6Fegudhz0P,,,,,28.08219909668,-82.523902893066,anonymous,4,"Friends,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",22,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Somewhat reasonable,,,,Female,18-34,Strongly Agree,6,0,34.24,5900452
2017-04-08 13:57:28,2017-04-08 13:59:52,IP Address,,1,45.116.232.13,100,143,True,2017-04-08 13:59:52,R_1GPHzLhaPR5NC55,,,,,24.90559387207,67.08219909668,anonymous,8,"Friends,Spouse / significant other,Family",Main course,Non-alcoholic beverages,30,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,Female,35-49,Agree,2,0,24.44,7417473
2017-04-08 14:06:45,2017-04-08 14:08:22,IP Address,,1,45.30.24.144,100,97,True,2017-04-08 14:08:23,R_248jSD7DtzcSgdu,,,,,37.931900024414,-121.69580078125,anonymous,4,"Spouse / significant other,Family",Main course,Water,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat unreasonable,Female,35-49,Strongly Agree,20,21,0,4524281
2017-04-08 14:11:50,2017-04-08 14:16:22,IP Address,,1,47.20.252.214,100,271,True,2017-04-08 14:16:22,R_Usy11HGK0Pihesp,,,,,40.620101928711,-73.986801147461,anonymous,10,"Friends,Family","Appetizer,Main course,Dessert","Water,Beer or cider,Cocktails / mixed drinks",25,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,18-34,Strongly Agree,17,30,0,8033920
2017-04-08 14:22:05,2017-04-08 14:22:57,IP Address,X,2,104.174.223.0,100,51,True,2017-04-08 14:22:58,R_qUBkhtqlM73wSzL,,,,,34.078994750977,-117.84939575195,anonymous,4,I eat alone,Main course,Water,15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2.88,Somewhat reasonable,,,,Male,18-34,Strongly Agree,15,0,20.16,6471219
2017-04-08 14:21:31,2017-04-08 14:23:45,IP Address,,1,148.74.14.122,100,133,True,2017-04-08 14:23:46,R_2fm9HrbICyJpUtG,,,,,41.321792602539,-74.200798034668,anonymous,3,"Friends,Spouse / significant other","Appetizer,Main course,Dessert",Non-alcoholic beverages,60,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",3,Extremely reasonable,,,,Female,18-34,Strongly Agree,10,0,30,4148364
2017-04-08 14:39:23,2017-04-08 14:40:59,IP Address,,1,74.74.105.152,100,95,True,2017-04-08 14:40:59,R_1M56gw10ItSPiGe,,,,,42.104507446289,-79.251998901367,anonymous,1,Family,Main course,Non-alcoholic beverages,12,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Female,35-49,Strongly Agree,15,30,0,8951466
2017-04-08 14:50:08,2017-04-08 14:51:15,IP Address,,1,98.111.230.90,100,66,True,2017-04-08 14:51:16,R_12tFVZGRm6qGNWx,,,,,40.423492431641,-79.758796691895,anonymous,7,"Friends,Family","Main course,Dessert","Water,Non-alcoholic beverages",20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Extremely reasonable,,,,Male,35-49,Strongly Agree,20,0,25.6,99147
2017-04-08 15:09:15,2017-04-08 15:11:02,IP Address,,1,97.84.69.195,100,106,True,2017-04-08 15:11:03,R_difq1OOeUgTQ0XT,,,,,37.069198608398,-121.55670166016,anonymous,5,"Friends,Family","Appetizer,Main course",Non-alcoholic beverages,9,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Female,18-34,Strongly Agree,20,37,0,8960715
2017-04-08 15:36:31,2017-04-08 15:39:51,IP Address,,1,104.34.108.179,100,199,True,2017-04-08 15:39:51,R_1NxlBZxPh3ZpgeX,,,,,34.281005859375,-118.55770111084,anonymous,4,"Friends,Spouse / significant other,Family","Main course,Dessert","Water,Non-alcoholic beverages",30,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Female,35-49,Strongly Agree,15,31,0,3438782
2017-04-08 15:56:47,2017-04-08 15:58:22,IP Address,,1,71.230.37.237,100,94,True,2017-04-08 15:58:22,R_3EB7S1Xa058koxJ,,,,,39.985305786133,-75.436698913574,anonymous,10,Spouse / significant other,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",40,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,Female,35-49,Strongly Agree,15,0,24.44,2865050
2017-04-08 16:08:41,2017-04-08 16:10:22,IP Address,,1,47.150.65.25,100,101,True,2017-04-08 16:10:23,R_1jVOvDxXJwjSYHx,,,,,34.213302612305,-118.88000488281,anonymous,6,"Friends,Spouse / significant other,Family",Main course,Water,15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",4,Somewhat reasonable,,,,Male,18-34,Strongly Agree,15,0,31,934315
2017-04-08 16:38:58,2017-04-08 16:40:12,IP Address,,1,104.228.143.186,100,73,True,2017-04-08 16:40:12,R_2w6MU0XfTHEOyUt,,,,,42.926406860352,-78.747901916504,anonymous,4,"Friends,Family,I eat alone",Main course,"Water,Beer or cider",20,,,,,One of our 5 national brand beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Male,18-34,Strongly Agree,20,38,0,1669426
2017-04-08 16:44:04,2017-04-08 16:44:55,IP Address,,1,24.165.155.59,100,51,True,2017-04-08 16:44:55,R_2qEkQgzzTIWqDPI,,,,,42.106704711914,-80.107902526855,anonymous,6,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Wine",56,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5.5,Somewhat reasonable,,,,Female,18-34,Strongly Agree,10,0,31.42,222992
2017-04-08 17:41:36,2017-04-08 17:45:47,IP Address,,1,172.112.19.189,100,251,True,2017-04-08 17:45:48,R_10pF7Npr8p6dRH4,,,,,34.252105712891,-118.78430175781,anonymous,30,"Friends,Colleagues",Appetizer,"Water,Non-alcoholic beverages",175,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely unreasonable,Female,18-34,Agree,14,35,0,6808247
2017-04-08 17:53:42,2017-04-08 17:55:26,IP Address,,1,216.155.144.251,100,104,True,2017-04-08 17:55:27,R_xFx2GLgfGdcZwn7,,,,,40.465194702148,-74.230697631836,anonymous,10,"Friends,Spouse / significant other",Main course,"Water,Cocktails / mixed drinks",35,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,20,37,0,849862
2017-04-08 18:08:32,2017-04-08 18:09:53,IP Address,,1,74.72.217.190,100,80,True,2017-04-08 18:09:53,R_XOfDYjVWfnVlyx3,,,,,40.776901245117,-73.981300354004,anonymous,20,"Friends,Spouse / significant other","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",30,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,26.6,3371985
2017-04-08 18:32:36,2017-04-08 18:34:16,IP Address,,1,70.209.130.176,100,100,True,2017-04-08 18:34:17,R_2sdqlyDCSn3OtXU,,,,,42.862503051758,-75.174697875977,anonymous,6,Spouse / significant other,Main course,Non-alcoholic beverages,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Male,35-49,Strongly Agree,15,21,0,5057567
2017-04-08 18:34:04,2017-04-08 18:35:04,IP Address,,1,172.56.23.92,100,59,True,2017-04-08 18:35:05,R_2qzapQllL18wa2b,,,,,42.323303222656,-71.435203552246,anonymous,9,"Colleagues,Family",Appetizer,"Water,Wine,Beer or cider",45,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Extremely reasonable,,,,Male,18-34,Strongly Agree,8,0,40.64,2123427
2017-04-08 18:57:29,2017-04-08 19:00:28,IP Address,,1,47.148.240.217,100,178,True,2017-04-08 19:00:28,R_24r5OHWiwuVKtEK,,,,,33.781799316406,-117.33169555664,anonymous,6,I eat alone,"Appetizer,Main course,Dessert",Non-alcoholic beverages,10,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Extremely unreasonable,Male,18-34,Strongly Agree,0,23,0,202067
2017-04-08 18:57:52,2017-04-08 19:00:35,IP Address,,1,50.49.213.108,100,163,True,2017-04-08 19:00:35,R_2rw1Ib1mjNyQTlc,,,,,41.558898925781,-74.148101806641,anonymous,1,Family,"Main course,Dessert",Non-alcoholic beverages,20,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2.5,Somewhat unreasonable,,,,Female,35-49,Strongly Agree,15,0,19.78,9989227
2017-04-08 19:02:02,2017-04-08 19:03:25,IP Address,,1,174.134.80.35,100,82,True,2017-04-08 19:03:25,R_U9KTA9zuvhy2rG9,,,,,35.345596313477,-119.07559967041,anonymous,10,Spouse / significant other,Main course,Water,27,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,Male,18-34,Strongly Agree,14,33,0,458676
2017-04-08 19:16:46,2017-04-08 19:17:54,IP Address,,1,50.184.97.26,100,68,True,2017-04-08 19:17:55,R_1eysM3ow7HMBZ7m,,,,,37.674499511719,-122.0883026123,anonymous,15,"Friends,I eat alone",Main course,"Non-alcoholic beverages,Beer or cider",15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3.5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,18,0,22.94,6671389
2017-04-08 20:18:07,2017-04-08 20:18:45,IP Address,X,2,73.162.228.46,100,37,True,2017-04-08 20:18:45,R_3OrHz29eNvgBOwb,,,,,37.282806396484,-121.83059692383,anonymous,4,"Spouse / significant other,Colleagues,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",25,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,Male,35-49,Strongly Agree,20,0,33.08,8310055
2017-04-08 20:21:39,2017-04-08 20:23:19,IP Address,,1,74.88.18.175,100,99,True,2017-04-08 20:23:19,R_1N3P4KJWO4ieNf8,,,,,40.873199462891,-73.081199645996,anonymous,6,Friends,"Appetizer,Main course,Dessert",Non-alcoholic beverages,40,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,Male,18-34,Strongly Agree,25,35,0,5539182
2017-04-08 20:45:22,2017-04-08 20:47:47,IP Address,,1,76.89.227.18,100,145,True,2017-04-08 20:47:48,R_1OHJhWpckeqBsjy,,,,,33.957107543945,-118.40409851074,anonymous,2,"Friends,Spouse / significant other,Colleagues","Appetizer,Main course,Dessert","Water,Wine",10,,,,,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat unreasonable,Female,35-49,Strongly Agree,5,45,0,9663851
2017-04-08 20:46:58,2017-04-08 20:51:01,IP Address,,1,108.185.185.234,100,243,True,2017-04-08 20:51:02,R_1mPZrnZdik1JV01,,,,,34.19059753418,-118.76370239258,anonymous,4,"Family,I eat alone",Main course,Water,13,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Extremely unreasonable,,,,Male,18-34,Strongly Agree,15,0,22.44,8764947
2017-04-08 22:12:49,2017-04-08 22:14:19,IP Address,,1,207.244.89.106,100,89,True,2017-04-08 22:14:19,R_VPZtT3u8GJQkItr,,,,,38.770095825195,-77.632102966309,anonymous,4,"Friends,Spouse / significant other",Main course,"Water,Wine,Cocktails / mixed drinks",50,,,,,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,Female,35-49,Strongly Agree,16,35,0,3837444
2017-04-08 23:27:39,2017-04-08 23:29:36,IP Address,,1,112.206.132.76,100,117,True,2017-04-08 23:29:37,R_3LdU1pWLrLL0hSa,,,,,14.253005981445,121.63739013672,anonymous,20,"Friends,Spouse / significant other,Family","Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",4,Extremely unreasonable,,,,Male,18-34,Strongly Agree,15,0,31,9663214
2017-04-08 23:33:40,2017-04-08 23:37:52,IP Address,,1,112.198.118.166,100,252,True,2017-04-08 23:37:53,R_3il2J2MORx18Pke,,,,,14.595504760742,120.97210693359,anonymous,5,Spouse / significant other,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",50,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,15,30,0,6512167
2017-04-09 00:15:21,2017-04-09 00:17:12,IP Address,,1,188.210.5.33,100,110,True,2017-04-09 00:17:12,R_1FssYsADc28Gfku,,,,,0,0,anonymous,1,Spouse / significant other,"Appetizer,Main course","Non-alcoholic beverages,Beer or cider",30,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Male,35-49,Strongly Agree,20,0,33.08,962739
2017-04-09 02:00:26,2017-04-09 02:03:01,IP Address,,1,207.62.144.209,100,154,True,2017-04-09 02:03:01,R_eVyhANtq5I9zqb7,,,,,36.679901123047,-121.78970336914,anonymous,2,"Friends,Family,I eat alone","Main course,Dessert",Water,16,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Neither reasonable nor unreasonable,Female,18-34,Strongly Agree,10,33,0,4298184
2017-04-09 02:40:01,2017-04-09 02:43:04,IP Address,,1,108.204.116.36,100,182,True,2017-04-09 02:43:05,R_3DhwId01rw8befC,,,,,33.735794067383,-118.29229736328,anonymous,5,Friends,Main course,"Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat unreasonable,,,,Female,18-34,Strongly Agree,15,0,24.6,5683861
2017-04-09 02:54:27,2017-04-09 02:58:13,IP Address,,1,176.105.171.175,100,225,True,2017-04-09 02:58:13,R_1gwppxLihnrglyv,,,,,50.449996948242,30.523300170898,anonymous,5,"Friends,Colleagues",Main course,Water,50,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,Male,18-34,Strongly Agree,10,26,0,1684469
2017-04-09 03:26:41,2017-04-09 03:30:34,IP Address,,1,172.2.146.225,100,233,True,2017-04-09 03:30:34,R_1psdfKp5OyIkaEr,,,,,37.236206054688,-121.82890319824,anonymous,2,Family,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",25,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,4,Somewhat reasonable,,,,Female,50-64,Strongly Agree,20,0,21.28,7117217
2017-04-09 05:48:55,2017-04-09 05:51:03,IP Address,,1,68.114.66.51,100,127,True,2017-04-09 05:51:03,R_RmoU3P9psYvOxLb,,,,,44.745407104492,-73.462799072266,anonymous,4,"Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",25,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3.6,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,23.04,4809762
2017-04-09 06:32:59,2017-04-09 06:34:44,IP Address,,1,108.46.76.91,100,105,True,2017-04-09 06:34:45,R_3KOaXJEVjlXATEw,,,,,40.602401733398,-73.763702392578,anonymous,5,"Friends,Family","Appetizer,Main course","Non-alcoholic beverages,Wine,Cocktails / mixed drinks",30,,,,,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,Male,18-34,Strongly Agree,5,40,0,6707219
2017-04-09 07:23:27,2017-04-09 07:27:39,IP Address,,1,98.10.53.167,100,251,True,2017-04-09 07:27:39,R_3sceKkcq5g5Cp4M,,,,,43.089904785156,-77.637603759766,anonymous,13,I eat alone,Main course,Non-alcoholic beverages,75,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,Male,18-34,Strongly Agree,25,0,30.92,3633820
2017-04-09 07:49:46,2017-04-09 07:51:41,IP Address,,1,71.236.64.87,100,114,True,2017-04-09 07:51:41,R_10HLUR4P8uTNegZ,,,,,40.499801635742,-80.184196472168,anonymous,5,"Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,35-49,Strongly Agree,10,23,0,3113663
2017-04-09 08:13:14,2017-04-09 08:14:31,IP Address,,1,108.32.65.93,100,76,True,2017-04-09 08:14:31,R_1IWrogNIOZy0vzU,,,,,40.460494995117,-80.285797119141,anonymous,6,Family,"Appetizer,Main course","Water,Non-alcoholic beverages",15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",4,Neither reasonable nor unreasonable,,,,Male,18-34,Strongly Agree,20,0,23.44,7820404
2017-04-09 08:20:07,2017-04-09 08:20:59,IP Address,,1,71.58.245.18,100,52,True,2017-04-09 08:21:00,R_30bCMWuN4hWI4cz,,,,,40.797500610352,-77.902099609375,anonymous,8,Family,"Appetizer,Main course",Beer or cider,60,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,35-49,Strongly Agree,15,32,0,6191024
2017-04-09 08:42:29,2017-04-09 08:44:04,IP Address,,1,174.60.201.41,100,94,True,2017-04-09 08:44:04,R_3LaHxh59G0uJA9h,,,,,41.384994506836,-75.646102905273,anonymous,2,Spouse / significant other,Main course,"Non-alcoholic beverages,Cocktails / mixed drinks",15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Female,35-49,Strongly Agree,15,23,0,6496535
2017-04-09 09:08:31,2017-04-09 09:10:27,IP Address,,1,68.197.88.233,100,116,True,2017-04-09 09:10:27,R_1mydZbVSVVjqllQ,,,,,40.675994873047,-73.962898254395,anonymous,3,"Spouse / significant other,Family",Main course,Non-alcoholic beverages,15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat unreasonable,,,,Male,18-34,Strongly Agree,5,0,22.44,5504300
2017-04-09 09:19:56,2017-04-09 09:21:11,IP Address,,1,67.163.151.156,100,75,True,2017-04-09 09:21:11,R_eWYmGtyDGWpcHg9,,,,,40.443893432617,-79.956100463867,anonymous,4,Family,"Appetizer,Main course","Water,Beer or cider",25,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Female,18-34,Strongly Agree,15,32,0,8550770
2017-04-09 10:07:26,2017-04-09 10:08:35,IP Address,,1,47.144.128.191,100,69,True,2017-04-09 10:08:35,R_21yq9HrzkQCeU8j,,,,,33.874298095703,-118.37210083008,anonymous,2,Spouse / significant other,Main course,Water,15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3.5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,20.78,4812
2017-04-09 10:42:23,2017-04-09 10:44:56,IP Address,,1,184.153.98.122,100,152,True,2017-04-09 10:44:56,R_1erhwkMmCjQtezB,,,,,40.761093139648,-73.931900024414,anonymous,6,"Friends,Family",Main course,Non-alcoholic beverages,40,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Neither reasonable nor unreasonable,,,,Male,35-49,Strongly Agree,18,0,24.6,523883
2017-04-09 11:04:29,2017-04-09 11:06:26,IP Address,,1,100.14.9.48,100,116,True,2017-04-09 11:06:26,R_p5hPY2z4mhl8LO9,,,,,40.049102783203,-75.228103637695,anonymous,5,"Friends,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Cocktails / mixed drinks",30,,,,,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Extremely reasonable,Female,35-49,Strongly Disagree,20,45,0,5418961
2017-04-09 11:13:55,2017-04-09 11:16:06,IP Address,,1,70.187.151.183,100,131,True,2017-04-09 11:16:07,R_2Ec2ZwCYXIU5kdo,,,,,33.645095825195,-117.67860412598,anonymous,7,Family,Main course,Non-alcoholic beverages,10,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,4,Somewhat reasonable,,,,Female,18-34,Strongly Agree,10,0,21.28,1599686
2017-04-09 11:25:32,2017-04-09 11:27:22,IP Address,,1,75.61.69.197,100,110,True,2017-04-09 11:27:23,R_1OjmybGAglFiWDO,,,,,37.834197998047,-122.28970336914,anonymous,18,Spouse / significant other,Main course,"Water,Non-alcoholic beverages",18,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,Female,50-64,Strongly Agree,20,26,0,1418221
2017-04-09 12:01:47,2017-04-09 12:03:24,IP Address,,1,108.213.77.190,100,97,True,2017-04-09 12:03:24,R_3FVXOLLsk6A3CVT,,,,,38.482894897461,-121.63980102539,anonymous,4,Spouse / significant other,Main course,Water,15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3.2,Extremely reasonable,,,,Female,50-64,Strongly Agree,20,0,20.48,5914936
2017-04-09 12:11:09,2017-04-09 12:12:56,IP Address,,1,173.59.16.163,100,106,True,2017-04-09 12:12:56,R_2DUkV6bjE01lLhG,,,,,39.968307495117,-75.826698303223,anonymous,4,Family,"Appetizer,Main course","Water,Non-alcoholic beverages",20,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Extremely reasonable,Female,50-64,Strongly Agree,15,31,0,8388314
2017-04-09 12:22:27,2017-04-09 12:26:25,IP Address,,1,69.236.65.58,100,238,True,2017-04-09 12:26:26,R_1es2uDcypSKc5v4,,,,,37.892700195312,-122.19779968262,anonymous,8,"Friends,Family",Main course,Water,30,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",6,Extremely reasonable,,,,Female,35-49,Strongly Agree,20,0,33,808314
2017-04-09 13:10:56,2017-04-09 13:12:28,IP Address,,1,24.45.155.43,100,92,True,2017-04-09 13:12:29,R_TgSllp661ZAo2FX,,,,,40.831405639648,-72.975799560547,anonymous,4,"Spouse / significant other,Family","Appetizer,Main course",Non-alcoholic beverages,25,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,Female,35-49,Strongly Agree,15,23,0,7288392
2017-04-09 14:30:42,2017-04-09 14:33:32,IP Address,,1,108.185.151.105,100,169,True,2017-04-09 14:33:32,R_1OI8c3M6iiYEzvC,,,,,34.054397583008,-118.2440032959,anonymous,1,Family,Main course,Non-alcoholic beverages,12,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Neither reasonable nor unreasonable,Female,35-49,Strongly Agree,18,21,0,420592
2017-04-09 15:41:55,2017-04-09 15:43:28,IP Address,,1,98.5.63.231,100,92,True,2017-04-09 15:43:29,R_1KwG8qFtRVeag20,,,,,42.935592651367,-78.806602478027,anonymous,10,"Friends,Spouse / significant other,Colleagues,Family,I eat alone",Main course,Non-alcoholic beverages,10,Red or white wine (from the wine list),Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,7,Extremely reasonable,,,,Male,18-34,Strongly Agree,20,0,36.16,9440104
2017-04-09 16:05:20,2017-04-09 16:07:30,IP Address,,1,24.194.128.230,100,129,True,2017-04-09 16:07:30,R_Y04kaIL6EOHSRQB,,,,,43.093795776367,-74.115898132324,anonymous,6,Family,"Appetizer,Main course","Water,Non-alcoholic beverages",55,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,Male,18-34,Strongly Agree,20,23,0,7066051
2017-04-09 16:30:22,2017-04-09 16:31:36,IP Address,,1,108.75.131.11,100,73,True,2017-04-09 16:31:36,R_1ILBElcCAu3cV0W,,,,,32.783798217773,-117.01789855957,anonymous,4,"Friends,Family,I eat alone",Main course,Water,20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Somewhat reasonable,,,,Male,35-49,Strongly Agree,15,0,25.6,8809222
2017-04-09 18:14:25,2017-04-09 18:15:55,IP Address,,1,67.249.25.90,100,90,True,2017-04-09 18:15:55,R_Q0NH7MLP1gqlf9L,,,,,44.660903930664,-74.925796508789,anonymous,5,"Friends,I eat alone","Main course,Dessert","Non-alcoholic beverages,Cocktails / mixed drinks",20,Signature cocktail,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",10,Somewhat reasonable,,,,Female,18-34,Strongly Agree,15,0,49.96,331145
2017-04-09 18:27:20,2017-04-09 18:28:50,IP Address,,1,172.56.26.214,100,90,True,2017-04-09 18:28:51,R_3qBTdcFOTple1XT,,,,,28.661605834961,-81.311996459961,anonymous,6,"Spouse / significant other,I eat alone","Appetizer,Main course","Wine,Cocktails / mixed drinks",30,,,,,Red or white wine (from the wine list),Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,Female,18-34,Strongly Agree,20,43,0,4301274
2017-04-09 18:45:08,2017-04-09 18:47:01,IP Address,,1,76.102.35.184,100,112,True,2017-04-09 18:47:01,R_27qXsWwXxnMVet2,,,,,37.374404907227,-121.75820159912,anonymous,5,"Friends,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Beer or cider",12,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Male,18-34,Strongly Agree,15,26,0,8999800
